symbol,hour,tp_bps,sl_bps,trades,wins,win_rate,pnl_usdt,avg_pnl_usdt,avg_pnl_bps
BTCUSDT,0,10.0,12.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,10.0,15.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,10.0,18.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,12.0,12.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,12.0,15.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,12.0,18.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,15.0,12.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,15.0,15.0,1,0,0.0000,-0.598371,-0.598371,-119.67
BTCUSDT,0,15.0,18.0,1,0,0.0000,-0.598371,-0.598371,-119.67
