symbol,hour,tp_bps,sl_bps,trades,wins,pnl
BTCUSDT,0,10.0,11.999999999999998,1,0,-1.197140
BTCUSDT,0,10.0,15.0,1,0,-1.197140
BTCUSDT,0,10.0,18.0,1,0,-1.197140
BTCUSDT,0,11.999999999999998,11.999999999999998,1,0,-1.197140
BTCUSDT,0,11.999999999999998,15.0,1,0,-1.197140
BTCUSDT,0,11.999999999999998,18.0,1,0,-1.197140
BTCUSDT,0,15.0,11.999999999999998,1,0,-1.197140
BTCUSDT,0,15.0,15.0,1,0,-1.197140
BTCUSDT,0,15.0,18.0,1,0,-1.197140
